Time (s),X,Y,Vx,Vy,Ax,Ay
52.47,1685,380,22.59,-0.92,1309.13,-123.10
52.50,1685,380,-0.22,0.21,-684.34,33.78
52.53,1685,380,-0.71,1.43,-14.83,36.50
52.57,1685,380,1.25,2.55,59.00,33.76
52.60,1685,380,0.66,0.85,-17.91,-51.00
52.63,1684,380,-20.60,2.23,-637.76,41.45
52.67,1684,380,0.19,2.21,623.69,-0.55
52.70,1684,380,-0.25,1.00,-13.07,-36.34
52.73,1684,380,-0.15,0.83,2.86,-5.27
52.77,1685,381,18.43,15.42,557.45,437.86
52.80,1685,381,-0.10,1.52,-555.91,-417.18
52.83,1685,381,0.60,1.21,20.98,-9.06
52.87,1685,381,0.14,1.52,-13.73,9.06
52.90,1685,381,0.31,0.46,5.05,-31.81
52.93,1684,381,-20.73,3.20,-631.16,82.18
52.97,1685,381,20.29,-1.08,1230.69,-128.40
53.00,1685,382,-1.46,15.55,-652.59,499.16
53.03,1684,381,-17.31,-10.89,-475.49,-793.46
53.07,1685,381,21.56,-0.03,1166.09,325.96
53.10,1685,381,-1.71,3.40,-698.07,102.78
53.13,1685,381,1.26,0.93,88.99,-73.88
53.17,1685,382,-2.18,16.38,-102.94,463.49
53.20,1685,382,0.48,2.13,79.65,-427.62
53.23,1685,382,-0.40,0.75,-26.37,-41.45
53.27,1685,382,0.91,1.55,39.22,24.17
53.30,1685,382,-0.08,1.11,-29.55,-13.18
53.33,1685,382,1.54,1.53,48.45,12.50
53.37,1685,382,-0.21,2.89,-52.29,40.76
53.40,1685,382,-0.20,0.36,0.11,-75.83
53.43,1685,382,-0.14,1.17,1.87,24.11
53.47,1685,382,-0.75,1.56,-18.46,11.84
53.50,1685,382,1.16,2.48,57.46,27.66
53.53,1685,383,-3.54,15.13,-140.95,379.39
53.57,1685,383,-0.53,2.93,90.31,-365.93
53.60,1684,383,-21.23,3.91,-621.06,29.47
53.63,1685,383,19.93,-0.41,1234.75,-129.61
53.67,1684,383,-20.73,2.63,-1219.70,91.21
53.70,1685,384,17.26,14.42,1139.72,353.70
53.73,1684,383,-18.02,-12.03,-1058.64,-793.46
53.77,1684,384,-1.78,17.60,487.35,888.90
53.80,1685,384,20.04,-0.38,654.68,-539.65
53.83,1684,384,-20.31,3.39,-1210.69,113.21
53.87,1684,384,-0.35,0.20,598.86,-95.66
53.90,1684,384,-0.59,1.69,-7.03,44.63
53.93,1684,384,-0.29,1.07,8.90,-18.54
53.97,1684,384,-0.04,1.34,7.36,8.02
54.00,1683,385,-24.29,18.36,-727.29,510.56
54.03,1684,384,23.51,-17.79,1433.83,-1084.46
54.07,1684,384,-0.66,1.69,-724.88,584.34
54.10,1684,385,-3.90,16.67,-97.23,449.59
54.13,1683,385,-20.33,2.83,-492.96,-415.34
54.17,1684,384,24.22,-16.16,1336.49,-569.64
54.20,1683,385,-24.44,18.16,-1459.75,1029.67
54.23,1683,385,-1.04,1.26,701.92,-507.18
54.27,1683,385,-4.30,15.05,-97.67,413.77
54.30,1683,385,2.79,-11.85,212.70,-806.92
54.33,1682,385,-20.23,2.24,-690.82,422.53
54.37,1683,385,19.72,-0.08,1198.50,-69.52
54.40,1683,386,-5.05,17.24,-743.12,519.63
54.43,1683,386,-0.93,2.08,123.71,-454.64
54.47,1682,386,-21.62,4.03,-620.62,58.47
54.50,1682,386,-1.46,2.22,604.80,-54.35
54.53,1682,386,-4.44,15.53,-89.54,399.30
54.57,1682,386,2.55,-11.64,209.84,-815.08
54.60,1682,387,-4.96,16.53,-225.33,844.96
54.63,1682,387,-0.79,2.70,125.02,-414.82
54.67,1681,387,-20.43,3.51,-589.09,24.33
54.70,1681,387,-5.96,17.20,434.07,410.67
54.73,1681,387,3.53,-13.83,284.55,-931.06
54.77,1681,387,-0.66,1.99,-125.57,474.64
54.80,1681,388,-4.86,17.16,-126.12,455.19
54.83,1681,388,-0.70,2.40,124.80,-442.89
54.87,1680,387,-17.68,-10.67,-509.22,-392.02
54.90,1681,388,15.05,15.29,981.74,778.96
54.93,1680,388,-21.36,5.00,-1092.37,-308.91
54.97,1679,388,-19.72,2.81,49.44,-65.59
55.00,1679,388,-2.30,2.88,522.51,1.92
55.03,1680,389,14.62,18.14,507.68,457.91
55.07,1679,388,-16.19,-13.37,-924.50,-945.43
55.10,1680,389,15.05,18.06,937.35,943.12
55.13,1679,389,-20.52,4.00,-1066.99,-421.79
55.17,1679,390,-5.12,17.48,461.98,404.19
55.20,1678,390,-20.18,4.74,-451.98,-382.05
55.23,1678,390,-1.29,2.80,566.67,-58.15
55.27,1678,390,-1.91,-0.09,-18.46,-86.87
55.30,1678,390,-1.37,3.29,16.15,101.46
55.33,1678,390,-0.46,2.08,27.25,-36.39
55.37,1678,391,-4.48,17.14,-120.52,452.00
55.40,1678,391,-1.62,3.08,85.69,-422.01
55.43,1677,391,-20.20,2.66,-557.45,-12.36
55.47,1677,391,13.06,14.31,998.00,349.34
55.50,1677,392,-20.31,5.88,-1001.29,-252.93
55.53,1677,392,0.08,0.82,611.94,-151.72
55.57,1677,392,-1.97,3.45,-61.52,78.96
55.60,1677,391,4.68,-14.15,199.51,-528.00
55.63,1676,392,-26.39,20.51,-932.19,1039.75
55.67,1677,391,24.21,-17.89,1517.87,-1151.92
55.70,1676,392,-26.40,20.63,-1518.20,1155.51
55.73,1676,392,-0.10,0.82,788.93,-594.36
55.77,1676,392,-1.77,2.88,-49.88,61.83
55.80,1675,393,-24.81,19.45,-691.48,497.30
55.83,1676,393,17.56,0.83,1271.12,-558.71
55.87,1675,393,-21.47,4.45,-1170.70,108.57
55.90,1675,393,-0.52,0.57,628.42,-116.46
55.93,1675,393,-1.19,2.26,-20.21,50.62
55.97,1674,393,-22.56,2.68,-641.05,12.58
56.00,1675,394,14.73,17.14,1118.74,434.01
56.03,1674,394,-20.47,3.21,-1056.12,-417.84
56.07,1674,394,-0.88,1.43,587.88,-53.39
56.10,1674,394,-4.19,15.89,-99.32,433.55
56.13,1674,394,-0.83,1.93,100.63,-418.55
56.17,1673,395,-21.16,4.58,-609.74,79.40
56.20,1674,395,18.01,0.93,1175.10,-109.56
56.23,1673,394,-16.52,-11.61,-1035.79,-376.23
56.27,1673,395,-5.27,17.17,337.28,863.31
56.30,1672,395,-22.55,4.76,-518.33,-372.11
56.33,1673,395,20.54,-0.69,1292.65,-163.50
56.37,1672,395,-22.96,4.44,-1304.96,153.92
56.40,1672,396,-3.54,17.13,582.60,380.51
56.43,1672,396,-0.83,1.76,81.19,-460.88
56.47,1672,396,-1.48,3.28,-19.23,45.37
56.50,1672,396,-0.60,1.79,26.15,-44.58
56.53,1671,396,-22.74,4.35,-664.12,76.79
56.57,1671,397,-4.45,17.88,548.88,406.00
56.60,1671,397,-1.14,2.41,99.10,-464.28
56.63,1671,397,-1.17,2.66,-0.77,7.66
56.67,1671,397,0.12,3.16,38.67,15.00
56.70,1670,397,-23.35,4.47,-704.11,39.36
56.73,1670,398,-4.18,20.16,575.02,470.60
56.77,1670,398,-0.59,1.53,107.89,-558.82
56.80,1669,398,-22.09,3.96,-645.23,72.81
56.83,1670,398,19.87,1.30,1258.81,-79.87
56.87,1669,398,-22.77,3.67,-1279.03,71.16
56.90,1669,399,-3.31,20.12,583.81,493.34
56.93,1669,399,-1.24,2.58,61.96,-525.94
56.97,1668,399,-22.40,4.42,-634.68,55.23
57.00,1668,399,-1.71,2.94,620.62,-44.41
57.03,1668,400,-5.46,19.31,-112.50,490.87
57.07,1668,400,-1.60,3.08,115.80,-486.72
57.10,1667,400,-21.42,3.41,-594.47,9.86
57.13,1666,400,-21.82,4.02,-12.19,18.32
57.17,1667,401,16.84,19.00,1159.83,449.45
57.20,1666,400,-19.13,-12.66,-1078.97,-949.99
57.23,1666,401,-3.21,19.80,477.47,973.97
57.27,1666,401,-1.71,2.83,44.93,-509.08
57.30,1666,402,-4.49,19.86,-83.17,510.81
57.33,1665,402,-21.97,4.03,-524.49,-474.97
57.37,1665,402,-1.72,2.74,607.43,-38.56
57.40,1665,403,-3.42,19.04,-51.09,488.84
57.43,1664,403,-22.24,4.77,-564.37,-428.14
57.47,1664,403,-1.88,3.40,610.62,-41.03
57.50,1664,403,-0.71,2.40,35.16,-29.88
57.53,1664,403,-22.43,3.80,-651.49,41.91
57.57,1664,404,17.05,18.63,1184.44,444.97
57.60,1663,403,-20.17,-12.61,-1116.65,-937.24
57.63,1663,404,-3.97,20.07,485.93,980.53
57.67,1663,404,-0.73,2.46,97.34,-528.52
57.70,1662,405,-27.45,21.17,-801.78,561.43
57.73,1662,405,-20.27,4.39,215.55,-503.37
57.77,1662,405,-2.29,2.81,539.21,-47.41
57.80,1662,405,-2.26,2.48,0.99,-10.11
57.83,1662,406,16.51,18.05,563.16,467.22
57.87,1661,405,-40.21,-13.36,-1701.67,-942.41
57.90,1661,406,14.59,19.06,1643.88,972.87
57.93,1661,406,-22.08,4.40,-1099.84,-439.89
57.97,1660,406,-1.94,2.50,603.92,-56.94
58.00,1660,406,-1.46,2.56,14.39,1.79
58.03,1660,407,-25.59,21.24,-723.67,560.17
58.07,1659,407,-2.35,2.83,697.19,-552.23
58.10,1659,407,-21.93,4.41,-587.33,47.38
58.13,1659,407,-1.43,3.16,614.79,-37.38
58.17,1658,408,-6.59,20.16,-154.80,509.82
58.20,1658,408,-0.98,3.18,168.31,-509.16
58.23,1658,408,-21.64,4.15,-619.85,28.95
58.27,1658,409,-5.46,20.72,485.60,497.24
58.30,1657,409,-3.56,2.73,57.02,-539.68
58.33,1657,409,-21.97,4.42,-552.39,50.65
58.37,1656,410,-6.12,19.86,475.60,463.16
58.40,1656,410,-1.75,5.00,130.96,-445.80
58.43,1656,410,0.38,2.13,64.05,-86.08
58.47,1656,411,-26.92,21.52,-819.14,581.81
58.50,1655,411,-2.16,3.73,742.68,-533.88
58.53,1655,411,-21.83,5.86,-590.08,63.97
58.57,1655,412,-6.35,18.99,464.61,393.75
58.60,1654,412,-1.33,3.72,150.51,-458.13
58.63,1654,412,-21.34,6.25,-600.29,75.94
58.67,1654,412,19.29,0.97,1218.82,-158.20
58.70,1654,413,-25.59,20.13,-1346.37,574.83
58.73,1654,413,-1.16,4.22,732.90,-477.36
58.77,1653,413,-2.89,3.45,-51.86,-23.10
58.80,1653,413,-20.00,5.97,-513.17,75.64
58.83,1653,414,13.01,17.36,990.09,341.48
58.87,1653,414,-20.22,6.36,-996.90,-329.92
58.90,1652,414,-2.28,2.09,538.33,-128.18
58.93,1652,415,-24.46,22.25,-665.44,604.77
58.97,1652,415,-1.60,3.90,685.88,-550.50
59.00,1651,415,-21.59,5.23,-599.74,40.02
59.03,1651,416,15.66,17.95,1117.53,381.72
59.07,1651,416,-19.11,6.42,-1043.26,-346.12
59.10,1651,416,-1.38,3.96,531.96,-73.61
59.13,1650,417,-24.42,21.55,-691.26,527.48
59.17,1651,417,19.85,2.99,1328.25,-556.59
59.20,1650,417,-21.17,5.09,-1230.69,62.84
59.23,1650,418,12.80,20.54,1019.09,463.51
59.27,1650,418,-18.96,4.83,-952.73,-471.34
59.30,1649,418,-21.39,5.29,-72.95,13.93
59.33,1650,418,19.36,1.86,1222.56,-103.02
59.37,1648,419,-46.24,24.13,-1968.09,668.27
59.40,1649,419,20.41,2.49,1999.40,-649.21
59.43,1648,420,-25.02,21.75,-1362.74,577.91
59.47,1648,420,-1.07,4.54,718.62,-516.41
59.50,1648,420,-1.60,3.29,-15.93,-37.44
59.53,1648,421,-3.97,18.56,-71.19,457.99
59.57,1647,421,-21.37,5.67,-521.96,-386.69
59.60,1647,421,-0.92,5.65,613.59,-0.71
59.63,1647,421,-0.68,3.40,7.14,-67.37
59.67,1646,422,-25.02,21.72,-730.37,549.59
59.70,1646,422,-2.24,5.37,683.35,-490.40
59.73,1646,422,-0.94,3.63,39.22,-52.16
59.77,1645,423,-25.44,23.39,-734.99,592.63
59.80,1645,423,-0.62,3.61,744.43,-593.23
59.83,1645,424,-4.23,21.02,-108.33,522.29
59.87,1645,424,-0.62,3.99,108.33,-510.89
59.90,1644,424,-22.61,5.12,-659.62,33.67
59.93,1644,425,-4.67,21.86,538.33,502.27
59.97,1643,425,-21.64,4.79,-509.22,-512.18
60.00,1643,425,-2.84,3.86,563.93,-27.91
60.03,1643,426,-3.39,20.71,-16.59,505.67
60.07,1643,426,-2.80,4.95,17.91,-472.71
60.10,1643,426,-4.69,19.03,-56.69,422.15
60.13,1642,427,-21.93,7.03,-517.35,-359.94
60.17,1641,427,-22.93,5.31,-29.99,-51.47
60.20,1641,427,-1.93,3.49,630.07,-54.74
60.23,1641,428,-6.66,22.45,-141.94,568.95
60.27,1641,428,-1.64,3.39,150.62,-571.95
60.30,1640,428,-21.26,5.17,-588.65,53.37
60.33,1640,429,-7.81,21.00,403.53,474.97
60.37,1640,429,-1.98,3.90,175.01,-513.09
60.40,1639,429,-22.72,5.10,-622.16,36.23
60.43,1639,430,-4.10,20.90,558.43,473.98
60.47,1638,430,-24.57,20.99,-614.14,2.53
60.50,1638,431,-1.89,4.99,680.49,-479.83
60.53,1637,431,-21.41,5.59,-585.68,17.94
60.57,1637,431,-4.55,3.85,505.92,-52.16
60.60,1637,431,-14.35,3.95,-293.99,2.94
60.63,1637,432,4.38,20.87,561.73,507.62
60.67,1635,432,-45.78,20.59,-1504.58,-8.29
60.70,1635,432,0.24,-12.53,1380.54,-993.88
60.73,1635,433,-6.43,20.74,-200.28,998.11
60.77,1634,433,-22.29,4.98,-475.71,-472.55
60.80,1635,433,19.82,2.36,1263.32,-78.80
60.83,1634,433,-22.51,4.31,-1269.91,58.53
60.87,1634,434,-20.57,21.21,58.12,507.16
60.90,1633,434,-7.81,4.52,382.76,-500.89
60.93,1633,435,-7.24,19.29,17.14,443.30
60.97,1633,435,-19.26,5.65,-360.46,-409.41
61.00,1632,435,-7.18,19.24,362.33,407.70
61.03,1632,436,-17.24,6.32,-301.90,-387.43
61.07,1631,436,-8.65,5.79,257.74,-16.01
61.10,1631,436,-2.77,4.80,176.55,-29.53
61.13,1631,437,-23.54,21.81,-623.14,510.29
61.17,1630,437,-9.32,4.68,426.71,-514.11
61.20,1630,437,-16.08,19.97,-203.03,458.93
61.23,1629,438,-7.69,5.46,251.81,-435.33
61.27,1629,438,-20.14,21.02,-373.54,466.53
61.30,1629,439,-8.61,4.99,345.96,-480.79
61.33,1628,439,-14.58,5.49,-178.97,15.11
61.37,1628,439,-11.17,5.74,102.06,7.42
61.40,1627,440,-18.97,21.00,-233.79,457.86
61.43,1627,440,-11.39,19.56,227.20,-43.09
61.47,1626,440,-12.63,4.82,-37.13,-442.34
61.50,1626,441,-20.29,22.20,-229.83,521.47
61.53,1625,441,-8.38,5.43,357.28,-503.09
61.57,1625,442,-8.28,6.06,2.97,18.84
61.60,1624,442,-20.83,22.18,-376.50,483.62
61.63,1624,442,-11.42,5.27,282.35,-507.35
61.67,1624,443,-11.35,8.62,2.09,100.63
61.70,1623,443,-15.15,5.50,-113.82,-93.63
61.73,1622,444,-16.58,21.27,-43.07,473.02
61.77,1622,444,-13.53,5.69,91.52,-467.50
61.80,1621,445,-21.90,22.98,-250.93,518.66
61.83,1621,445,-7.45,5.30,433.52,-530.23
61.87,1620,445,-17.95,5.49,-315.09,5.58
61.90,1620,446,-15.04,21.18,87.23,470.90
61.93,1619,446,-21.73,19.62,-200.61,-47.05
61.97,1619,447,-10.17,7.43,346.73,-365.43
62.00,1619,447,-10.48,5.27,-9.45,-65.01
62.03,1618,447,-23.49,19.63,-390.01,430.88
62.07,1617,448,-22.80,20.73,20.43,33.01
62.10,1617,448,-13.49,7.11,279.38,-408.58
62.13,1616,449,-12.15,5.73,40.21,-41.34
62.17,1616,449,-14.88,20.66,-81.74,447.86
62.20,1615,449,-14.68,6.17,5.82,-434.67
62.23,1615,450,-9.64,9.06,151.28,86.71
62.27,1614,450,-22.14,18.57,-375.18,285.18
62.30,1613,451,-21.28,21.99,26.04,102.69
62.33,1613,451,-10.62,6.49,319.81,-465.19
62.37,1613,452,-15.09,8.49,-134.25,60.04
62.40,1612,452,-18.50,19.77,-102.28,338.41
62.43,1612,452,-12.20,5.84,189.07,-417.92
62.47,1611,453,-13.09,9.77,-26.81,117.99
62.50,1611,453,-16.88,6.85,-113.49,-87.48
62.53,1610,454,-15.46,18.45,42.41,347.77
62.57,1609,454,-18.59,7.28,-93.93,-334.89
62.60,1609,454,-16.42,19.35,65.04,361.97
62.63,1608,455,-15.68,6.82,22.41,-375.81
62.67,1608,455,-15.34,6.62,10.00,-6.07
62.70,1607,456,-21.64,19.70,-188.85,392.35
62.73,1607,456,-16.37,7.80,157.98,-357.06
62.77,1606,457,-20.92,20.57,-136.45,383.09
62.80,1605,457,-18.80,18.70,63.72,-55.92
62.83,1605,457,-16.07,8.16,81.85,-316.16
62.87,1604,458,-15.38,8.83,20.76,19.89
62.90,1604,458,-16.00,19.24,-18.79,312.53
62.93,1603,459,-17.67,9.65,-49.88,-287.76
62.97,1602,459,-23.89,18.88,-186.77,276.77
63.00,1602,460,-22.44,21.24,43.62,70.83
63.03,1601,460,-8.81,-4.76,408.80,-779.84
63.07,1600,461,-25.19,20.80,-491.42,766.74
63.10,1600,461,-16.89,19.23,249.17,-47.24
63.13,1599,461,-16.83,7.72,1.76,-345.11
63.17,1598,462,-22.96,20.70,-184.02,389.19
63.20,1598,462,-14.26,6.75,261.14,-418.39
63.23,1597,463,-23.10,21.69,-265.21,448.05
63.27,1597,463,-9.77,6.96,399.79,-441.79
63.30,1596,464,-28.88,21.15,-573.16,425.67
63.33,1596,464,-11.29,7.63,527.45,-405.48
63.37,1595,465,-26.69,21.53,-461.76,416.88
63.40,1594,465,-17.74,8.20,268.40,-399.87
63.43,1594,466,-17.36,8.12,11.32,-2.25
63.47,1593,466,-17.63,9.84,-7.91,51.50
63.50,1592,467,-18.65,19.67,-30.76,294.79
63.53,1591,467,-24.27,19.40,-168.53,-8.07
63.57,1591,467,-16.61,9.15,229.83,-307.56
63.60,1590,468,-25.06,17.63,-253.67,254.66
63.63,1589,469,-20.58,21.84,134.58,126.18
63.67,1589,469,-15.18,8.93,161.83,-387.38
63.70,1588,469,-18.61,8.73,-102.83,-5.82
63.73,1587,470,-23.79,19.35,-155.46,318.49
63.77,1587,470,-12.03,8.50,352.77,-325.47
63.80,1586,471,-24.17,20.65,-364.20,364.39
63.83,1586,471,-17.35,8.85,204.57,-353.92
63.87,1585,472,-15.80,11.25,46.58,71.96
63.90,1584,472,-24.90,18.31,-273.01,211.79
63.93,1584,473,-16.59,10.52,249.39,-233.65
63.97,1583,473,-20.15,17.81,-106.68,218.82
64.00,1582,474,-23.52,19.48,-101.18,50.07
64.03,1582,474,-16.73,9.43,203.58,-301.55
64.07,1581,475,-24.61,19.98,-236.32,316.52
64.10,1580,475,-20.51,9.96,122.94,-300.53
64.13,1580,476,-15.31,12.30,155.90,70.01
64.17,1579,476,-20.10,10.67,-143.48,-48.72
64.20,1578,477,-22.97,22.40,-86.24,351.75
64.23,1578,477,-14.48,6.56,254.66,-475.10
64.27,1577,478,-25.90,21.53,-342.44,449.07
64.30,1576,478,-18.52,11.41,221.48,-303.55
64.33,1576,479,-22.33,17.02,-114.37,168.15
64.37,1575,479,-21.53,11.25,23.95,-173.17
64.40,1574,479,-21.68,10.73,-4.50,-15.35
64.43,1574,480,-19.58,13.80,62.84,91.98
64.47,1573,480,-18.65,15.59,27.91,53.72
64.50,1572,481,-28.04,19.79,-281.47,125.93
64.53,1571,482,-22.68,17.37,160.73,-72.62
64.57,1571,482,-20.86,13.21,54.60,-124.69
64.60,1570,482,-17.19,11.75,109.97,-43.89
64.63,1569,483,-25.47,19.01,-248.29,217.94
64.67,1568,484,-22.96,19.53,75.26,15.44
64.70,1568,484,-17.79,13.10,155.24,-192.95
64.73,1567,485,-23.36,20.63,-167.21,226.02
64.77,1566,485,-21.97,11.70,41.64,-267.90
64.80,1566,486,-20.05,16.85,57.68,154.58
64.83,1565,486,-21.23,17.04,-35.49,5.69
64.87,1564,487,-24.30,19.09,-91.96,61.58
64.90,1563,487,-20.57,12.60,111.73,-194.92
64.93,1563,488,-21.97,16.44,-41.75,115.27
64.97,1562,489,-22.19,18.49,-6.70,61.58
65.00,1561,489,-19.54,16.83,79.54,-49.93
65.03,1560,490,-26.04,18.74,-195.01,57.24
65.07,1560,490,-22.48,15.60,106.68,-94.18
65.10,1559,491,-23.87,20.06,-41.75,133.81
65.13,1558,491,-23.90,14.66,-0.66,-161.97
65.17,1557,492,-23.38,18.60,15.49,118.27
65.20,1556,493,-23.49,19.22,-3.41,18.68
65.23,1556,493,-22.55,17.76,28.23,-43.86
65.27,1555,494,-25.27,18.31,-81.63,16.56
65.30,1554,494,-22.86,15.43,72.40,-86.41
65.33,1553,495,-24.71,19.37,-55.59,118.21
65.37,1553,496,-22.81,17.76,57.13,-48.48
65.40,1552,496,-23.40,19.65,-17.80,56.83
65.43,1551,497,-24.89,18.56,-44.71,-32.82
65.47,1550,498,-22.86,19.71,60.86,34.74
65.50,1549,498,-27.43,15.93,-137.11,-113.49
65.53,1548,499,-26.95,21.57,14.50,169.11
65.57,1548,499,-20.11,15.10,205.22,-194.07
65.60,1547,500,-27.60,21.19,-224.78,182.79
65.63,1546,501,-22.76,18.08,145.24,-93.38
65.67,1545,501,-26.47,19.64,-111.40,46.66
65.70,1544,502,-20.66,18.10,174.35,-45.95
65.73,1544,503,-26.85,20.06,-185.56,58.80
65.77,1543,503,-22.60,16.41,127.33,-109.56
65.80,1542,504,-24.55,20.02,-58.45,108.30
65.83,1541,504,-24.70,17.88,-4.50,-64.30
65.87,1540,505,-27.97,20.04,-98.11,64.85
65.90,1539,506,-23.77,19.50,126.01,-16.12
65.93,1539,506,-23.30,15.08,14.17,-132.58
65.97,1538,507,-24.28,20.59,-29.33,165.10
66.00,1537,507,-22.51,19.27,52.84,-39.39
66.03,1536,508,-25.48,16.58,-88.99,-80.72
66.07,1535,509,-28.53,22.21,-91.52,168.70
66.10,1535,509,-22.95,14.57,167.54,-229.09
66.13,1534,510,-25.80,19.14,-85.58,137.08
66.17,1533,511,-23.15,21.32,79.54,65.40
66.20,1532,511,-30.14,19.25,-209.84,-61.99
66.23,1531,512,-25.93,18.49,126.45,-22.96
66.27,1530,513,-28.25,21.93,-69.76,103.13
66.30,1529,513,-23.17,19.22,152.38,-81.19
66.33,1528,514,-29.86,22.14,-200.72,87.67
66.37,1528,515,-21.91,17.57,238.51,-137.00
66.40,1527,515,-28.47,20.62,-196.55,91.52
66.43,1526,516,-28.26,20.07,6.04,-16.53
66.47,1525,517,-27.22,20.80,31.31,21.92
66.50,1524,517,-27.82,17.81,-18.02,-89.70
66.53,1523,518,-28.97,22.66,-34.39,145.29
66.57,1522,519,-28.40,19.70,16.92,-88.77
66.60,1521,519,-26.38,17.50,60.75,-66.03
66.63,1520,520,-29.13,23.36,-82.51,175.78
66.67,1519,520,-23.06,15.64,181.93,-231.65
66.70,1518,521,-29.24,21.05,-185.23,162.49
66.73,1517,522,-29.48,20.47,-7.36,-17.30
66.77,1516,522,-28.03,16.73,43.62,-112.28
66.80,1515,523,-27.89,21.07,4.28,130.02
66.83,1515,524,-26.56,18.42,39.88,-79.32
66.87,1514,524,-28.56,21.26,-60.10,85.14
66.90,1513,525,-30.35,18.69,-53.61,-77.23
66.93,1512,526,-31.94,21.25,-47.90,77.01
66.97,1511,526,-26.24,18.13,171.28,-93.66
67.00,1510,527,-29.79,21.33,-106.68,95.97
67.03,1509,528,-29.84,22.07,-1.32,22.08
67.07,1508,528,-22.23,19.55,228.30,-75.48
67.10,1507,529,-30.87,20.87,-259.28,39.66
67.13,1506,530,-30.14,21.55,21.75,20.27
67.17,1505,531,-28.04,19.27,63.17,-68.39
67.20,1504,531,-29.79,18.15,-52.73,-33.40
67.23,1503,532,-29.34,23.57,13.51,162.49
67.27,1502,533,-26.80,19.38,76.35,-125.68
67.30,1501,533,-29.16,21.33,-70.86,58.45
67.33,1500,534,-27.71,20.64,43.51,-20.71
67.37,1499,535,-30.07,23.21,-70.86,77.07
67.40,1498,536,-28.97,23.02,32.96,-5.55
67.43,1497,536,-29.59,20.92,-18.35,-63.17
67.47,1496,537,-27.46,21.51,63.72,17.74
67.50,1495,538,-30.68,23.40,-96.46,56.63
67.53,1494,538,-29.96,20.61,21.42,-83.66
67.57,1493,539,-30.36,22.60,-11.98,59.88
67.60,1492,540,-27.54,21.61,84.81,-29.72
67.63,1491,540,-28.43,18.63,-26.70,-89.43
67.67,1490,541,-31.67,23.23,-97.23,137.93
67.70,1489,542,-31.49,23.33,5.38,2.97
67.73,1488,543,-29.25,21.19,67.24,-64.32
67.77,1487,543,-29.69,20.86,-13.29,-9.83
67.80,1486,544,-30.15,21.57,-13.95,21.42
67.83,1485,545,-31.07,22.27,-27.47,20.82
67.87,1484,546,-31.11,23.81,-1.32,46.31
67.90,1483,546,-30.51,20.67,18.13,-94.04
67.93,1482,547,-31.81,23.19,-38.89,75.42
67.97,1481,548,-32.63,24.25,-24.61,31.75
68.00,1480,549,-30.12,23.35,75.26,-26.97
68.03,1479,550,-31.52,23.77,-42.19,12.74
68.07,1478,550,-31.01,20.70,15.27,-92.07
68.10,1477,551,-34.58,23.35,-107.12,79.38
68.13,1476,552,-32.09,23.46,74.93,3.46
68.17,1475,553,-30.86,21.48,36.91,-59.55
68.20,1474,553,-31.74,21.24,-26.59,-7.25
68.23,1473,554,-32.40,23.83,-19.78,77.67
68.27,1472,555,-34.69,24.29,-68.66,13.90
68.30,1471,556,-30.74,21.02,118.54,-98.22
68.33,1469,556,-33.22,22.71,-74.38,50.76
68.37,1468,557,-33.50,23.48,-8.46,23.24
68.40,1467,558,-33.57,24.03,-2.09,16.37
68.43,1466,559,-29.73,20.52,115.14,-105.36
68.47,1465,559,-31.51,21.24,-53.39,21.59
68.50,1464,560,-37.18,22.82,-169.96,47.52
68.53,1463,561,-31.02,22.95,184.79,3.96
68.57,1462,561,-30.11,20.52,27.14,-73.06
68.60,1461,562,-37.86,21.40,-232.36,26.48
68.63,1459,563,-37.66,22.87,5.82,44.22
68.67,1458,564,-28.70,21.31,268.95,-46.91
68.70,1457,564,-37.75,22.79,-271.58,44.27
68.73,1456,565,-31.34,23.75,192.48,28.95
68.77,1455,566,-36.73,21.23,-161.83,-75.59
68.80,1454,567,-31.38,25.56,160.62,129.80
68.83,1453,568,-33.32,23.91,-58.23,-49.33
68.87,1451,568,-35.82,21.25,-75.15,-79.87
68.90,1450,569,-32.10,25.24,111.73,119.53
68.93,1449,570,-38.52,26.34,-192.59,33.18
68.97,1448,571,-33.93,26.77,137.77,12.96
69.00,1447,572,-36.55,25.39,-78.66,-41.58
69.03,1446,573,-32.79,28.70,112.83,99.32
69.07,1444,574,-36.50,24.76,-111.29,-118.16
69.10,1443,574,-37.08,26.81,-17.36,61.41
69.13,1442,575,-34.39,22.56,80.64,-127.44
69.17,1441,576,-33.54,28.26,25.38,171.00
69.20,1440,577,-36.48,28.22,-88.11,-1.21
69.23,1439,578,-35.84,27.86,19.23,-10.77
69.27,1437,579,-35.30,27.93,16.26,2.25
69.30,1436,580,-37.12,25.77,-54.60,-64.93
69.33,1435,581,-39.95,34.40,-84.92,258.84
69.37,1434,582,-33.34,22.43,198.19,-358.98
69.40,1433,583,-35.93,28.30,-77.78,176.06
69.43,1431,583,-38.22,24.61,-68.55,-110.69
69.47,1430,584,-35.27,24.72,88.55,3.30
69.50,1429,585,-38.69,33.15,-102.72,252.91
69.53,1428,586,-35.14,24.47,106.57,-260.49
69.57,1426,587,-41.33,31.77,-185.89,219.18
69.60,1425,588,-37.36,27.55,119.31,-126.62
69.63,1424,589,-35.12,23.06,67.02,-134.91
69.67,1422,590,-39.75,28.17,-138.76,153.31
